CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_X_SCR_RISCO_DEVEDOR_AA;TAB_X_SCR_RISCO_DEVEDOR_A;TAB_X_SCR_RISCO_DEVEDOR_B;TAB_X_SCR_RISCO_DEVEDOR_C;TAB_X_SCR_RISCO_DEVEDOR_D;TAB_X_SCR_RISCO_DEVEDOR_E;TAB_X_SCR_RISCO_DEVEDOR_F;TAB_X_SCR_RISCO_DEVEDOR_G;TAB_X_SCR_RISCO_DEVEDOR_H;TAB_X_SCR_RISCO_OPER_AA;TAB_X_SCR_RISCO_OPER_A;TAB_X_SCR_RISCO_OPER_B;TAB_X_SCR_RISCO_OPER_C;TAB_X_SCR_RISCO_OPER_D;TAB_X_SCR_RISCO_OPER_E;TAB_X_SCR_RISCO_OPER_F;TAB_X_SCR_RISCO_OPER_G;TAB_X_SCR_RISCO_OPER_H;TAB_X_DEBITO_TRIBUT
46.040.873/0001-29;FICTOR AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.073.195/0001-09;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-SYNGENTA RESPONSABILIDADE LIMITADA",;2024-11-30;377282535.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;377282535.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.073.462/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEN II RESPONSABILIDADE LIMITADA;2024-11-30;0.00;172565631.52;8194938.39;11089861.44;8131008.26;7203264.04;6895050.44;7294727.06;12478936.24;12478936.24;161621659.68;10944782.76;8194127.47;11089861.44;8131008.26;7203264.04;6895050.44;7294727.06;0.00
46.073.588/0001-04;NANBAN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;8632153.14;4815002.00;4345959.65;0.00;6600002.00;0.00;0.00;8416008.49;0.00;32809125.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.075.403/0001-09;HUBCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;7828021.05;0.00;10735.01;0.00;2146.28;0.00;0.00;14133.76;0.00;7842154.81;0.00;0.00;10735.01;0.00;2146.28;0.00;0.00;0.00
46.075.436/0001-40;CREDIT OPPORTUNITIES I FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;166147275.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;166147275.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.082.697/0001-98;GARSON BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;17973654.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17973654.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.082.740/0001-15;MUNDIAL  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;32481057.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32481057.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.082.763/0001-20;MENTORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;121910734.10;0.00;9210130.20;2456856.40;1720000.90;21539.60;22081.00;5777.00;66.40;121910734.10;0.00;9210130.20;2456856.40;1720000.90;21539.60;22081.00;5777.00;66.40;0.00
46.082.809/0001-00;SOLIS ITER  CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;110236800.00;5202810.90;889618.10;1922619.20;1628801.70;535491.30;2202011.60;21761.50;44090.70;110236800.00;5202810.90;889618.10;1922619.20;1628801.70;535491.30;2202011.60;21761.50;44090.70;0.00
46.082.838/0001-72;ENGENHO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;27284.70;1315334.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27284.70;1315334.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.098.515/0001-77;RVC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;37231332.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37231332.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.098.560/0001-21;AVANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;69634337.60;967925.80;2085708.70;804.90;0.00;0.00;0.00;322.80;0.00;69634337.60;967925.80;2085708.70;804.90;0.00;0.00;0.00;322.80;0.00
46.157.224/0001-02;SOFISA  CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;279383508.60;10730.10;886758.30;1375207.70;443031.50;149928.20;398278.90;1188743.10;1058400.40;279383508.60;10730.10;886758.30;1375207.70;443031.50;149928.20;398278.90;1188743.10;1058400.40;0.00
46.191.210/0001-05;SQUARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;31691790.36;53446.40;1708172.22;0.00;9322367.93;304743.90;96515.48;0.00;4401490.66;31691790.36;53446.40;1708172.22;0.00;9322367.93;304743.90;96515.48;0.00;4401490.66;0.00
46.230.817/0001-57;NG OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;12243360.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12243360.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.230.862/0001-01;BIO-STARS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADO;2024-11-30;61179033.61;0.00;0.00;5709644.52;0.00;0.00;0.00;0.00;5774036.95;61179033.61;0.00;0.00;5709644.52;0.00;0.00;0.00;0.00;5774036.95;52489936.42
46.231.870/0001-72;DAVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;64649706.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;64649706.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.231.905/0001-73;VAIL II PRECATÓRIO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;108617254.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;108617254.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.231.939/0001-68;SÃO CRISTÓVÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2024-11-30;3200197.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3200197.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.231.978/0001-65;CASA DO  PRECATÓRIO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS;2024-11-30;121492128.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;121492128.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.268.360/0001-70;CEDAR OCTANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;16338758.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16338758.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.268.912/0001-40;LOGFIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;16586809.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16586809.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.285.106/0001-80;PAGOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;54684776.46;3661649.13;0.00;0.00;1388926.94;0.00;1053546.64;756719.60;8507303.87;54684776.46;3661649.13;0.00;0.00;1388926.94;0.00;1053546.64;756719.60;8507303.87;26004808.23
46.285.154/0001-78;AZURE CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;46120638.96;0.00;0.00;0.00;0.00;37917.70;34052.50;0.00;50913.91;46120638.96;0.00;0.00;0.00;0.00;37917.70;34052.50;0.00;50913.91;0.00
46.285.178/0001-27;INNOV FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;4107822.11;0.00;0.00;105072.94;0.00;15912.80;8384.71;0.00;0.00;4107822.11;0.00;0.00;105072.94;0.00;15912.80;8384.71;0.00;0.00;2363757.56
46.285.232/0001-34;ROQUEDAL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;354006775.01;0.00;0.00;19223956.73;0.00;982026.32;90288.14;0.00;458931.69;354006775.01;0.00;0.00;19223956.73;0.00;982026.32;90288.14;0.00;458931.69;201861067.71
46.322.877/0001-08;AUGME NAMARI VENTURE DEBT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;40612619.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;40612619.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.322.902/0001-45;BOCAINA VD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;53812365.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53812365.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.322.919/0001-00;JIVE BOSSANOVA HIGH YIELD FUNDO DE INVESTIMENTO EM COTAS DE FIDC CRÉDITO PRIVADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.323.013/0001-00;VCE 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.323.053/0001-44;CONLIFE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;6342378.72;11155756.82;2100557.32;1361973.40;9412.03;8.31;0.00;0.00;0.00;6342378.72;11155756.82;2100557.32;1361973.40;9412.03;8.31;0.00;0.00;0.00;0.00
46.323.112/0001-84;AUGME K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;25941886.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25941886.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.323.185/0001-76;OPI MULTISEGMENTO FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.339.426/0001-75;VALORA QI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.339.885/0001-59;V8 GTO CIC DE CLASSES DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.390.186/0001-33;SEED FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;129126309.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;129126309.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.390.212/0001-23;LEVER FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5254462.12;0.00;0.00;0.00;0.00;52638.91;0.00;0.00;9311963.50;5254462.12;0.00;0.00;0.00;0.00;52638.91;0.00;0.00;9311963.50;1473660.50
46.390.255/0001-09;CULTURA  AGROMAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;45124878.35;5200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45124878.35;5200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.390.267/0001-33;CARAJÁS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;18175897.32;0.00;0.00;2292048.83;0.00;4465.03;21547.84;0.00;93380.30;18175897.32;0.00;0.00;2292048.83;0.00;4465.03;21547.84;0.00;93380.30;3088679.15
46.390.299/0001-39;PAGOL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.405.697/0001-81;RELOAD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;89916772.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;89916772.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.405.748/0001-75;HORIZONTE CARBON CORP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;3745039.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3745039.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.420.562/0001-95;PRIMO CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;17467966.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17467966.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.437.965/0001-47;W CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;41343358.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;41343358.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.439.664/0001-52;VALORA BWM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.442.274/0001-31;FARM III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;5590262.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5590262.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.449.843/0001-70;SPS ALGARVE DELTA CRÉDITOS JUDICIAIS FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;190119323.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;190119323.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.450.551/0001-58;D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1540771714.45;10918196.35;8299.60;0.00;66729.43;19123.02;15362.83;0.00;0.00;1540771714.45;10918196.35;8299.60;0.00;66729.43;19123.02;15362.83;0.00;0.00;0.00
46.473.452/0001-91;MILENIO ATIVY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;66545459.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;66545459.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.494.768/0001-60;UNI PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;4627011.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4627011.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.540.487/0001-04;PERSEUS FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE ILIMITADA;2024-11-30;0.00;2205847458.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2205847458.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.557.432/0001-07;ACELERA CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;55666.50;0.00;0.00;0.00;4393938.30;0.00;0.00;0.00;0.00;55666.50;0.00;0.00;0.00;4393938.30;0.00
46.610.394/0001-09;LAW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;14381883.64;0.00;0.00;598125.90;0.00;321961.59;97736.30;0.00;915212.39;14381883.64;0.00;0.00;598125.90;0.00;321961.59;97736.30;0.00;915212.39;8250797.11
46.655.552/0001-39;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BULLLA CARTÕES RESPONSABILIDADE LIMITADA;2024-11-30;233111568.02;1968025.31;632392.65;639491.61;301767.10;314319.44;74871.49;653276.54;1938294.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.685.622/0001-00;SOLIS SHOR FUNDO DE INVESTIMENTO EM COTAS EM FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.711.630/0001-75;CHEMICAL XII - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA PETROQUÍMICA;2024-11-30;509037897.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;508726829.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;311068.28;1772.10
46.744.586/0001-08;BYRON 61 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.766.050/0001-85;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION II CONSIGNADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.766.118/0001-26;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO Q1;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.767.226/0001-13;GUARDIAN MULTI CONSIGNADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.778.766/0001-00;REVESTPAG - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.783.811/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EVEREST MOKA;2024-11-30;1818736.78;0.00;0.00;0.00;0.00;0.00;1169841.63;0.00;0.00;1818736.78;0.00;0.00;0.00;0.00;0.00;1169841.63;0.00;0.00;2730534.78
46.783.889/0001-21;MIDAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;100953395.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100953395.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.799.191/0001-02;ARTESANAL FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;37120352.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37120352.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.799.259/0001-45;LUMINAE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.799.305/0001-06;INTER SIMPLES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;43605259.35;0.00;0.00;1337905.99;0.00;1624660.64;91388.24;0.00;319003.01;43605259.35;0.00;0.00;1337905.99;0.00;1624660.64;91388.24;0.00;319003.01;19331953.01
46.879.122/0001-09;BOJNICE 421 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESPONSABILIDADE ILIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.879.137/0001-69;PLÊIADES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.879.163/0001-97;CAPITAL MULTICRÉDITOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.879.210/0001-00;PORTION CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.879.223/0001-71;GOLDEN BRIDGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.879.430/0001-26;MULTIPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.909.301/0001-33;SDG II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.929.959/0001-07;BUCAREST BANCO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  INDUSTRIAL - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;52872549.20;6850850.20;36169.20;119408.70;0.00;0.00;2120.50;0.00;0.00;52872549.20;6850850.20;36169.20;119408.70;0.00;0.00;2120.50;0.00;0.00
46.929.994/0001-26;GRATIAM FLOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2024-11-30;0.00;16431339.70;671488.70;61500.00;441639.40;0.00;0.00;10300.00;0.00;0.00;16431339.70;671488.70;61500.00;441639.40;0.00;0.00;10300.00;0.00;0.00
46.930.099/0001-21;BALLANGEN 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.930.116/0001-20;SIÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.930.133/0001-68;BARDU 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.046.831/0001-68;MILÊNIO SUPERNOVA MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;780775.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;780775.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.085.610/0001-07;FUNDO DE GESTÃO DE ATIVOS DE CRÉDITO - FIDC RESPONSABILIDADE LIMITADA;2024-11-30;0.00;104094778.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;104094778.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.085.633/0001-03;FUNDO DE CRÉDITO E RECEBÍVEIS - FIDC RESPONSABILIDADE LIMITADA;2024-11-30;0.00;307818392.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;307818392.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.094.392/0001-69;LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.117.579/0001-30;CRÉDITO CORPORATIVO SOLIS ITER  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;91633955.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91633955.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.117.653/0001-19;CERUS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;10979151.10;305065.40;0.00;0.00;0.00;10652.40;649.40;0.00;0.00;10979151.10;305065.40;0.00;0.00;0.00;10652.40;649.40;0.00;0.00;0.00
47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;4905062.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4905062.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
