CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
12.330.846/0001-79;LHOTSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;115842.49;115842.49;115842.49;0.00;0.00;0.00;0.00;0.00;0.00
12.377.935/0001-70;MATURITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS;2024-11-30;171649.64;171649.64;171649.64;0.00;0.00;0.00;0.00;0.00;0.00
12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-11-30;4814736.08;4814736.08;4814736.08;0.00;0.00;0.00;0.00;0.00;0.00
12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;2578078.38;2578078.38;2578073.86;4.52;0.00;0.00;0.00;0.00;0.00
12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2361511.42;2361511.42;2361511.42;0.00;0.00;0.00;0.00;0.00;0.00
12.401.806/0001-70;AIMORES FIDC-NP - RESPONSABILIDADE LIMITADA;2024-11-30;43067.50;43067.50;43067.50;0.00;0.00;0.00;0.00;0.00;0.00
12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2024-11-30;37217511.75;37217511.75;37217511.75;0.00;0.00;0.00;0.00;0.00;0.00
12.440.789/0001-80;LME REC MULTISETORIAL IPCA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;5759058.18;5759058.18;5759058.18;0.00;0.00;0.00;0.00;0.00;0.00
12.565.143/0001-20;FC2 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;210887.88;210887.88;5768.51;205119.37;0.00;0.00;0.00;0.00;0.00
12.579.631/0001-96;VINCI CRÉDITO E DESENVOLVIMENTO I - FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;100257.30;100257.30;100257.30;0.00;0.00;0.00;0.00;0.00;0.00
12.610.459/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA GOAL ONE;2024-11-30;1330475.08;1330475.08;1330475.08;0.00;0.00;0.00;0.00;0.00;0.00
12.660.458/0001-56;FC4 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;368958.23;368958.23;6145.61;362812.62;0.00;0.00;0.00;0.00;0.00
12.660.462/0001-14;FC3 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2024-11-30;435187.75;435187.75;6145.61;429042.14;0.00;0.00;0.00;0.00;0.00
12.660.468/0001-91;FC5 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2024-11-30;214110.85;214110.85;6663.55;207447.30;0.00;0.00;0.00;0.00;0.00
12.674.251/0001-30;FC8 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2024-11-30;1688684.35;1688684.35;6145.61;1682538.74;0.00;0.00;0.00;0.00;0.00
12.674.257/0001-08;FC6 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;371462.00;371462.00;6145.61;365316.39;0.00;0.00;0.00;0.00;0.00
12.712.606/0001-39;IGUANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;6283846.92;6283846.92;6281124.66;2722.26;0.00;0.00;0.00;0.00;0.00
12.764.295/0001-51;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ARM - NÃO PADRONIZADO;2024-11-30;688332.69;688332.69;688331.11;1.58;0.00;0.00;0.00;0.00;0.00
12.764.483/0001-80;NEGOCIAL FIDC SEGMENTO ECONÔMICO FINANCEIRO, INDUSTRIAL, COMERCIAL E PRESTAÇÃO DE SERVIÇOS;2024-11-30;963240.84;963240.84;963240.84;0.00;0.00;0.00;0.00;0.00;0.00
12.769.511/0001-51;ID FINANCIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;39072.89;39072.89;39072.89;0.00;0.00;0.00;0.00;0.00;0.00
12.778.706/0001-68;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - BRASILFACTORS CRÉDITO CORPORATIVO;2024-11-30;364205.68;364205.68;364205.68;0.00;0.00;0.00;0.00;0.00;0.00
12.796.029/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS AUTO PEÇAS;2024-11-30;29604210.09;29604210.09;183533.52;29420676.57;0.00;0.00;0.00;0.00;0.00
12.803.721/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO;2024-11-30;89250.48;89250.48;89250.48;0.00;0.00;0.00;0.00;0.00;0.00
12.813.209/0001-53;CREDIT PARTNERS FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;10853.02;10853.02;10853.02;0.00;0.00;0.00;0.00;0.00;0.00
12.813.212/0001-77;RNX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;3738507.40;3738507.40;3738507.40;0.00;0.00;0.00;0.00;0.00;0.00
12.817.329/0001-29;HAVAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO, FINANCEIRO E COMERCIAL;2024-11-30;39726064.32;39726064.32;39726064.32;0.00;0.00;0.00;0.00;0.00;0.00
12.910.431/0001-74;MEINBERG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;1083234.58;1083234.58;1081289.95;1944.63;0.00;0.00;0.00;0.00;0.00
12.910.463/0001-70;CAPITAL RS NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2024-11-30;1613882.52;1613882.52;1613873.23;9.29;0.00;0.00;0.00;0.00;0.00
12.956.543/0001-66;CAMBUI FINANÇAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;225127.35;225127.35;223182.91;1944.44;0.00;0.00;0.00;0.00;0.00
13.004.286/0001-25;APOLO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;5926.24;5926.24;5926.24;0.00;0.00;0.00;0.00;0.00;0.00
13.005.223/0001-93;DANIELE FUNDO DE INVEST EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;23824.73;23824.73;23824.73;0.00;0.00;0.00;0.00;0.00;0.00
13.026.491/0001-91;HAMPTON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;280933.15;280933.15;280933.15;0.00;0.00;0.00;0.00;0.00;0.00
13.039.712/0001-66;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PREMIUM SOLIS;2024-11-30;5016586.60;5016586.60;5016586.60;0.00;0.00;0.00;0.00;0.00;0.00
13.098.860/0001-51;GFM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICRÉDITO;2024-11-30;5515788.61;5515788.61;5015471.97;500316.64;0.00;0.00;0.00;0.00;0.00
13.321.819/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VALE;2024-11-30;254087.29;254087.29;254087.29;0.00;0.00;0.00;0.00;0.00;0.00
13.327.334/0001-16;UNAVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;3439226.87;3439226.87;3439226.87;0.00;0.00;0.00;0.00;0.00;0.00
13.342.963/0001-15;TARGET BANK JS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;56019.44;56019.44;56019.44;0.00;0.00;0.00;0.00;0.00;0.00
13.344.834/0001-66;INCENTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL II;2024-11-30;90897761.35;90897761.35;90897761.35;0.00;0.00;0.00;0.00;0.00;0.00
13.348.521/0001-86;RDG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;459319.88;459319.88;456597.71;2722.17;0.00;0.00;0.00;0.00;0.00
13.401.155/0001-81;IRON FUND II TWC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;11967.92;11967.92;11967.92;0.00;0.00;0.00;0.00;0.00;0.00
13.409.986/0001-08;ALBATROZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2024-11-30;44647.13;44647.13;17647.13;27000.00;0.00;0.00;0.00;0.00;0.00
13.416.131/0001-04;EGM NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2024-11-30;1207992.54;1207992.54;1207992.30;0.24;0.00;0.00;0.00;0.00;0.00
13.425.492/0001-09;ACTIVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL NÃO PADRONIZADOS LP;2024-11-30;87842.04;87842.04;87842.03;0.01;0.00;0.00;0.00;0.00;0.00
13.509.993/0001-73;POLO MULTISETORIAL CLASSE DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;2875181.43;2875181.43;1147720.29;1727461.14;0.00;0.00;0.00;0.00;0.00
13.554.539/0001-34;MARIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL NÃO-PADRONIZADO;2024-11-30;699505.08;699505.08;699505.08;0.00;0.00;0.00;0.00;0.00;0.00
13.598.246/0001-59;DUAS RODAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;218624.89;218624.89;218624.89;0.00;0.00;0.00;0.00;0.00;0.00
13.606.266/0001-24;TERRAS RARAS FIDC MULTISETORIAL DE RESPONSABILIDADE LIMITADA;2024-11-30;2135626.12;2135626.12;2135626.12;0.00;0.00;0.00;0.00;0.00;0.00
13.633.964/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL INVEST DUNAS LP;2024-11-30;87706.12;87706.12;87389.56;316.56;0.00;0.00;0.00;0.00;0.00
13.711.061/0001-09;4SSETS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;12387410.59;12387410.59;20130.59;12367280.00;0.00;0.00;0.00;0.00;0.00
13.733.804/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MIT RESPONSABILIDADE LIMITADA;2024-11-30;262586.11;262586.11;262586.11;0.00;0.00;0.00;0.00;0.00;0.00
13.762.574/0001-49;SIGULER GUFF (JUS BLC) 2A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
13.764.696/0001-74;JC 4870 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;9553414.79;9553414.79;9553414.79;0.00;0.00;0.00;0.00;0.00;0.00
13.767.420/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDI VAREJO BR;2024-11-30;1543516.43;1543516.43;1543516.43;0.00;0.00;0.00;0.00;0.00;0.00
13.776.087/0001-35;V4 FIDC NP - AÇÕES JUDICIAIS;2024-11-30;776099.82;776099.82;776099.81;0.01;0.00;0.00;0.00;0.00;0.00
13.805.152/0001-03;PUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS MULTISSETORIAL;2024-11-30;3799142.93;3799142.93;3544532.32;254610.61;0.00;0.00;0.00;0.00;0.00
13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1906220.98;1906220.98;1903498.77;2722.21;0.00;0.00;0.00;0.00;0.00
13.842.701/0001-10;NEW TRADE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO MULTISSETORIAL;2024-11-30;2592190.64;2592190.64;2589864.74;2325.90;0.00;0.00;0.00;0.00;0.00
13.895.002/0001-38;POLICARD II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;363202.39;363202.39;0.00;363202.39;0.00;0.00;0.00;0.00;0.00
13.963.456/0001-07;VHE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO;2024-11-30;48817.83;48817.83;48817.83;0.00;0.00;0.00;0.00;0.00;0.00
13.963.676/0001-22;HOPE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;90474.16;90474.16;90474.16;0.00;0.00;0.00;0.00;0.00;0.00
13.974.813/0001-24;G5 BRJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;1077282.65;1077282.65;1077282.65;0.00;0.00;0.00;0.00;0.00;0.00
13.990.000/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ITÁLIA;2024-11-30;103384.66;103384.66;103384.66;0.00;0.00;0.00;0.00;0.00;0.00
14.038.410/0001-36;G5 MIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;70234.87;70234.87;70234.86;0.01;0.00;0.00;0.00;0.00;0.00
14.042.458/0001-18;FEDERAL 4870 IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;1498860.12;1498860.12;1498860.12;0.00;0.00;0.00;0.00;0.00;0.00
14.051.028/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS INSTITUCIONAL - RESPONS. LIMITADA;2024-11-30;10659066.27;10659066.27;10659066.27;0.00;0.00;0.00;0.00;0.00;0.00
14.109.346/0001-37;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL IPANEMA II;2024-11-30;818064.08;818064.08;818064.08;0.00;0.00;0.00;0.00;0.00;0.00
14.132.177/0001-56;FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED H;2024-11-30;2888941.31;2888941.31;2888941.31;0.00;0.00;0.00;0.00;0.00;0.00
14.138.802/0001-77;SG IV LOCAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;95724.90;95724.90;95724.90;0.00;0.00;0.00;0.00;0.00;0.00
14.166.140/0001-49;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIFRA STAR;2024-11-30;15502799.88;15502799.88;15502799.88;0.00;0.00;0.00;0.00;0.00;0.00
14.180.196/0001-58;JC DIVERSIFICADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;59970.17;59970.17;59970.17;0.00;0.00;0.00;0.00;0.00;0.00
14.283.986/0001-69;FRAM CAPITAL NANSEN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2024-11-30;1408625.34;1408625.34;1408625.34;0.00;0.00;0.00;0.00;0.00;0.00
14.330.038/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS F ACB - FINANCEIRO;2024-11-30;234600.25;234600.25;234600.25;0.00;0.00;0.00;0.00;0.00;0.00
14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;75800.92;75800.92;73856.59;1944.33;0.00;0.00;0.00;0.00;0.00
14.481.752/0001-26;BERTOLUCCI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;62826.51;62826.51;62826.50;0.01;0.00;0.00;0.00;0.00;0.00
14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;11430354.26;11430354.26;11430354.26;0.00;0.00;0.00;0.00;0.00;0.00
14.606.072/0001-91;MILLE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;311760.42;311760.42;311760.42;0.00;0.00;0.00;0.00;0.00;0.00
14.718.674/0001-30;JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;1006229.64;1006229.64;1001362.74;4866.90;0.00;0.00;0.00;0.00;0.00
14.744.913/0001-27;MULTIPLIX FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;33734.87;33734.87;33734.87;0.00;0.00;0.00;0.00;0.00;0.00
14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;2767524.68;2767524.68;2764795.74;2728.94;0.00;0.00;0.00;0.00;0.00
14.788.370/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HUNGRIA;2024-11-30;68845.50;68845.50;68845.50;0.00;0.00;0.00;0.00;0.00;0.00
15.254.288/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CAIXA DUBLIN;2024-11-30;2040034.95;2040034.95;2040034.95;0.00;0.00;0.00;0.00;0.00;0.00
15.254.301/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS IV ENERGISA CENTRO OESTE;2024-11-30;780658.12;780658.12;780658.12;0.00;0.00;0.00;0.00;0.00;0.00
15.336.665/0001-48;SIGULER GUFF (JUS BLC) 2C FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
15.428.505/0001-29;JC 4870 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;4329775.62;4329775.62;4329775.62;0.00;0.00;0.00;0.00;0.00;0.00
15.489.383/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SAN MARINO;2024-11-30;308287751.60;308287751.60;157174629.57;151113122.03;0.00;0.00;0.00;0.00;0.00
15.558.603/0001-80;PORTO NP - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2024-11-30;42585.35;42585.35;42585.35;0.00;0.00;0.00;0.00;0.00;0.00
15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2024-11-30;447234.25;447234.25;447234.25;0.00;0.00;0.00;0.00;0.00;0.00
15.586.793/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QW1 - RESPONSABILIDADE ILIMITADA;2024-11-30;725826.17;725826.17;725826.17;0.00;0.00;0.00;0.00;0.00;0.00
15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;3571926.53;3571926.53;3571926.53;0.00;0.00;0.00;0.00;0.00;0.00
15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;9281448.27;9281448.27;9278725.88;2722.39;0.00;0.00;0.00;0.00;0.00
16.502.939/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS F COBALTO - FINANCEIRO;2024-11-30;184709.83;184709.83;184709.83;0.00;0.00;0.00;0.00;0.00;0.00
16.686.142/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RECUPERA;2024-11-30;209477527.71;209477527.71;0.00;209477527.71;0.00;0.00;0.00;0.00;0.00
16.802.124/0001-20;BERETTA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;28279.47;28279.47;28279.47;0.00;0.00;0.00;0.00;0.00;0.00
16.829.910/0001-11;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DIAMOND MOUNTAIN DISTRESSED ASSETS;2024-11-30;5564666.21;5564666.21;5564666.21;0.00;0.00;0.00;0.00;0.00;0.00
16.858.989/0001-09;OURO MAX FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;6500.00;6500.00;6500.00;0.00;0.00;0.00;0.00;0.00;0.00
16.873.285/0001-05;CAUÊ GS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;23588.48;23588.48;23588.48;0.00;0.00;0.00;0.00;0.00;0.00
16.874.770/0001-01;VHG FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RECEBÍVEIS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;2024-11-30;26546989.16;26546989.16;26546989.16;0.00;0.00;0.00;0.00;0.00;0.00
17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2024-11-30;2453037.42;2453037.42;2453037.42;0.00;0.00;0.00;0.00;0.00;0.00
17.012.639/0001-90;FIDEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.012.685/0001-99;CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5383.11;5383.11;5383.11;0.00;0.00;0.00;0.00;0.00;0.00
17.013.985/0001-92;GGR PRIME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2323695.41;2323695.41;2323695.41;0.00;0.00;0.00;0.00;0.00;0.00
17.015.979/0001-74;EXCLUSIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE  LIMITADA;2024-11-30;18470906.13;18470906.13;18470906.13;0.00;0.00;0.00;0.00;0.00;0.00
17.024.362/0001-15;EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;1845389.49;1845389.49;16000.00;1829389.49;0.00;0.00;0.00;0.00;0.00
17.024.546/0001-85;AUSTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;144214.00;144214.00;96214.00;48000.00;0.00;0.00;0.00;0.00;0.00
17.030.517/0001-26;PLATA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;412138.12;412138.12;412138.12;0.00;0.00;0.00;0.00;0.00;0.00
17.031.327/0001-23;BRASFOR CONSOLIDADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;5878.87;5878.87;5878.87;0.00;0.00;0.00;0.00;0.00;0.00
17.043.211/0001-04;VHY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE  RESPONSABILIDADE LIMITADA;2024-11-30;35014.41;35014.41;35014.41;0.00;0.00;0.00;0.00;0.00;0.00
17.047.287/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMPROCRED - NÃO PADRONIZADOS;2024-11-30;389158.20;389158.20;389158.20;0.00;0.00;0.00;0.00;0.00;0.00
17.080.215/0001-62;MEGEVE FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;508700.49;508700.49;508700.49;0.00;0.00;0.00;0.00;0.00;0.00
17.093.144/0001-32;BLACKPARTNERS MIRUNA FI EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE RESPONSABILIDADE LIMITADA;2024-11-30;6668535.17;6668535.17;6668535.17;0.00;0.00;0.00;0.00;0.00;0.00
17.163.831/0001-87;ATLAS GLOBAL FIC FIDC MULTISEGMENTOS;2024-11-30;5078.81;5078.81;5078.81;0.00;0.00;0.00;0.00;0.00;0.00
17.198.452/0001-22;REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;1453798.26;1453798.26;1453798.26;0.00;0.00;0.00;0.00;0.00;0.00
17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;1001651.48;1001651.48;1001651.48;0.00;0.00;0.00;0.00;0.00;0.00
17.198.624/0001-68;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED CAH;2024-11-30;1926090.70;1926090.70;1926090.70;0.00;0.00;0.00;0.00;0.00;0.00
17.198.676/0001-34;AZUL VX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;2803112.68;2803112.68;2803112.68;0.00;0.00;0.00;0.00;0.00;0.00
17.198.822/0001-21;ROVENSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO  RESPONSABILIDADE LIMITADA;2024-11-30;633209.26;633209.26;633209.26;0.00;0.00;0.00;0.00;0.00;0.00
17.198.845/0001-36;INVISTA I FIC FIDC MULTISSETORIAL NAO PADRONIZADO;2024-11-30;33724.88;33724.88;33724.88;0.00;0.00;0.00;0.00;0.00;0.00
17.206.614/0001-27;STEP-UP II CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2024-11-30;49318.46;49318.46;49318.46;0.00;0.00;0.00;0.00;0.00;0.00
17.213.074/0001-09;CENTRUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;1588966.02;1588966.02;1586244.10;2721.92;0.00;0.00;0.00;0.00;0.00
17.250.006/0001-10;RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA;2024-11-30;36844784.30;36844784.30;36844784.30;0.00;0.00;0.00;0.00;0.00;0.00
17.334.148/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPIRICA HOME EQUITY;2024-11-30;1906639.25;1906639.25;0.00;1906639.25;0.00;0.00;0.00;0.00;0.00
