CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
55.054.815/0001-45;TERRAMAGNA II FUNDO DE INVESTIMENTO EM COTAS DE FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;34275.85;34275.85;32092.36;2183.49;0.00;0.00;0.00;0.00;0.00
55.064.095/0001-07;PACKERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;31173.65;31173.65;31173.65;0.00;0.00;0.00;0.00;0.00;0.00
55.068.896/0001-32;POLÍGONO BRAVO CRÉDITO PRIVADO MULTIESTRATÉGIA FEEDER FI EM COTAS DE FI EM DIREITOS CREDITORIOS;2024-11-30;59092.26;59092.26;59092.26;0.00;0.00;0.00;0.00;0.00;0.00
55.069.657/0001-05;FAST CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
55.070.804/0001-59;ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;1455000.00;1455000.00;0.00;1455000.00;0.00;0.00;0.00;0.00;0.00
55.072.790/0001-02;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FUTURO CONSIGNADO PÚBLICO III RESP LTDA;2024-11-30;69451.97;69451.97;0.00;69451.97;0.00;0.00;0.00;0.00;0.00
55.074.349/0001-60;ESTRATÉGIA ATIVOS JUDICIAIS I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5049.66;5049.66;5049.66;0.00;0.00;0.00;0.00;0.00;0.00
55.074.368/0001-96;PRIMATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA;2024-11-30;1745808.46;1745808.46;1745808.46;0.00;0.00;0.00;0.00;0.00;0.00
55.085.520/0001-36;VOLAR FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;5476.36;5476.36;5476.36;0.00;0.00;0.00;0.00;0.00;0.00
55.102.194/0001-28;INVEST BRASIL RDD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;76174.80;76174.80;76174.80;0.00;0.00;0.00;0.00;0.00;0.00
55.102.997/0001-82;ARC FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;47199.36;47199.36;47199.36;0.00;0.00;0.00;0.00;0.00;0.00
55.105.668/0001-95;VITTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;27743.03;27743.03;27743.03;0.00;0.00;0.00;0.00;0.00;0.00
55.106.118/0001-90;DBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;1861078.95;1861078.95;1861078.95;0.00;0.00;0.00;0.00;0.00;0.00
55.106.170/0001-47;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DR. SIM;2024-11-30;5000.00;5000.00;5000.00;0.00;0.00;0.00;0.00;0.00;0.00
55.106.451/0001-08;CAPITALIZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;42413.51;42413.51;42413.51;0.00;0.00;0.00;0.00;0.00;0.00
55.112.192/0001-10;BYX MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;7500.00;7500.00;7500.00;0.00;0.00;0.00;0.00;0.00;0.00
55.122.381/0001-73;FUTURO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;94072.72;94072.72;94072.72;0.00;0.00;0.00;0.00;0.00;0.00
55.125.894/0001-38;MTR CRÉDITOS SELECIONADOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;1148273.00;1148273.00;1148273.00;0.00;0.00;0.00;0.00;0.00;0.00
55.139.905/0001-39;PLGN EQUIPE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;3.19;3.19;3.19;0.00;0.00;0.00;0.00;0.00;0.00
55.140.787/0001-89;SOLIS RECEBÍVEIS COMERCIAIS II FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2024-11-30;111525.13;111525.13;111525.13;0.00;0.00;0.00;0.00;0.00;0.00
55.144.736/0001-25;RENOVAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.03;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00
55.144.787/0001-57;GERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;47319.94;47319.94;47319.94;0.00;0.00;0.00;0.00;0.00;0.00
55.154.982/0001-68;RJ3D FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;33572.76;33572.76;33572.76;0.00;0.00;0.00;0.00;0.00;0.00
55.157.099/0001-21;GOLDEN TREE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PRIVADO;2024-11-30;165710.54;165710.54;165710.54;0.00;0.00;0.00;0.00;0.00;0.00
55.167.862/0001-03;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - PAGBANK MULTIADQUIRÊNCIA - RESPONSABILIDADE LIMITADA;2024-11-30;1209657.60;1209657.60;0.00;1209657.60;0.00;0.00;0.00;0.00;0.00
55.174.856/0001-75;PONTAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;7500.00;7500.00;7500.00;0.00;0.00;0.00;0.00;0.00;0.00
55.175.561/0001-13;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL III FGTS RESPONSABILIDADE LIMITADA;2024-11-30;132812.13;132812.13;132812.13;0.00;0.00;0.00;0.00;0.00;0.00
55.198.653/0001-19;PBG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;1855781.90;1855781.90;1855781.90;0.00;0.00;0.00;0.00;0.00;0.00
55.201.186/0001-39;KOLEOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;14347.83;14347.83;14347.83;0.00;0.00;0.00;0.00;0.00;0.00
55.211.476/0001-63;LABRADOR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
55.211.792/0001-35;BW2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;45858.39;45858.39;45858.39;0.00;0.00;0.00;0.00;0.00;0.00
55.234.274/0001-37;AZURE CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;67042.11;67042.11;67041.97;0.14;0.00;0.00;0.00;0.00;0.00
55.234.575/0001-60;BW 1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;191532.74;191532.74;191532.74;0.00;0.00;0.00;0.00;0.00;0.00
55.235.473/0001-60;PMFO M8 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;64362.41;64362.41;64362.41;0.00;0.00;0.00;0.00;0.00;0.00
55.240.138/0001-50;CAP INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;40000.00;40000.00;40000.00;0.00;0.00;0.00;0.00;0.00;0.00
55.241.106/0001-79;ARM CAPITAL PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESPONSABILIDADE LIMITADA;2024-11-30;38181.54;38181.54;0.00;38181.54;0.00;0.00;0.00;0.00;0.00
55.241.374/0001-90;PORTAL INSUMOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DC;2024-11-30;126649.56;126649.56;0.00;126649.56;0.00;0.00;0.00;0.00;0.00
55.249.383/0001-28;ALGARVE PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;10962.12;10962.12;10962.12;0.00;0.00;0.00;0.00;0.00;0.00
55.251.626/0001-62;ROTTERDAM FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;50397.55;50397.55;50397.55;0.00;0.00;0.00;0.00;0.00;0.00
55.255.330/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA INCLUSÃO FINANCEIRA PLUS;2024-11-30;2315429.69;2315429.69;2315429.69;0.00;0.00;0.00;0.00;0.00;0.00
55.261.422/0001-02;SERIGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;166208.74;166208.74;166208.74;0.00;0.00;0.00;0.00;0.00;0.00
55.296.116/0001-01;MATRI NOW FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;6131.27;6131.27;6000.00;131.27;0.00;0.00;0.00;0.00;0.00
55.304.169/0001-27;DIAMANTE 44 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;40000.00;40000.00;40000.00;0.00;0.00;0.00;0.00;0.00;0.00
55.316.469/0001-26;SOMAPAY CARTÃO CONSIGNADO PÚBLICO  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2024-11-30;52000.00;52000.00;52000.00;0.00;0.00;0.00;0.00;0.00;0.00
55.318.040/0001-78;SOLIS CAPITAL ANTARES PIONEIRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS;2024-11-30;151616.37;151616.37;149358.85;2257.52;0.00;0.00;0.00;0.00;0.00
55.325.522/0001-55;POLÍGONO MASTER PRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;15000.00;15000.00;15000.00;0.00;0.00;0.00;0.00;0.00;0.00
55.327.697/0001-00;POLÍGONO MASTER QUALI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2000.00;2000.00;2000.00;0.00;0.00;0.00;0.00;0.00;0.00
55.330.962/0001-09;LEGATUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;17000.00;17000.00;17000.00;0.00;0.00;0.00;0.00;0.00;0.00
55.331.248/0001-27;DB DRILLING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;80711354.53;80711354.53;78601.68;80632752.85;0.00;0.00;0.00;0.00;0.00
55.331.747/0001-14;QUATTRINI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;64240.63;64240.63;62100.08;2140.55;0.00;0.00;0.00;0.00;0.00
55.333.029/0001-87;POTI BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;76000.00;76000.00;76000.00;0.00;0.00;0.00;0.00;0.00;0.00
55.344.996/0001-44;CARRIET INVENTORY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;39850934.30;39850934.30;39850934.30;0.00;0.00;0.00;0.00;0.00;0.00
55.345.266/0001-68;GENICART FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;17022.32;17022.32;17022.32;0.00;0.00;0.00;0.00;0.00;0.00
55.347.951/0001-23;MUGELLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;14347.83;14347.83;14347.83;0.00;0.00;0.00;0.00;0.00;0.00
55.348.414/0001-06;AMARILIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;58500.00;58500.00;15000.00;43500.00;0.00;0.00;0.00;0.00;0.00
55.363.920/0001-66;PORTO FIC DE FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;76453.83;76453.83;76453.83;0.00;0.00;0.00;0.00;0.00;0.00
55.364.540/0001-46;ANGÁ FGTS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;455531.38;317182.29;317182.29;0.00;138349.09;0.00;0.00;0.00;138349.09
55.374.251/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BLUE II SEGMENTO CRÉDITO CORPORATIVO DE RESP LTDA;2024-11-30;620580.95;620580.95;0.00;620580.95;0.00;0.00;0.00;0.00;0.00
55.383.671/0001-70;AGRO RECEBIVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;33199.59;33199.59;33199.59;0.00;0.00;0.00;0.00;0.00;0.00
55.394.893/0001-99;GUARDIAN MULTI CONSIGNADO VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2024-11-30;45193.37;45193.37;45193.37;0.00;0.00;0.00;0.00;0.00;0.00
55.395.204/0001-60;MATRI INFINITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;51823.19;51823.19;51823.18;0.01;0.00;0.00;0.00;0.00;0.00
55.401.645/0001-28;QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;129709.52;129709.52;129709.52;0.00;0.00;0.00;0.00;0.00;0.00
55.406.636/0001-20;AERO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;53322.33;53322.33;53322.33;0.00;0.00;0.00;0.00;0.00;0.00
55.411.764/0001-61;OPENSEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;131377.80;131377.80;131377.80;0.00;0.00;0.00;0.00;0.00;0.00
55.412.790/0001-04;BROOKLYN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;1357122.74;1357122.74;1357122.74;0.00;0.00;0.00;0.00;0.00;0.00
55.430.470/0001-87;JUMP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;24335.72;24335.72;24335.72;0.00;0.00;0.00;0.00;0.00;0.00
55.442.944/0001-00;COPENHAGEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
55.445.774/0001-18;FRAGATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;25647.50;25647.50;25647.50;0.00;0.00;0.00;0.00;0.00;0.00
55.469.182/0001-36;SC1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;194773.60;194773.60;194773.60;0.00;0.00;0.00;0.00;0.00;0.00
55.471.175/0001-79;LSP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;14000.00;14000.00;14000.00;0.00;0.00;0.00;0.00;0.00;0.00
55.471.753/0001-77;SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA;2024-11-30;112464.90;112464.90;0.00;112464.90;0.00;0.00;0.00;0.00;0.00
55.476.342/0001-74;LAVORO AGRO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS;2024-11-30;7744252.12;7718694.53;7718694.53;0.00;25557.59;0.00;0.00;0.00;25557.59
55.481.003/0001-86;VB1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS;2024-11-30;39789.48;39789.48;39789.48;0.00;0.00;0.00;0.00;0.00;0.00
55.483.719/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FGTS VISION RESPONSABILIDADE LIMITADA;2024-11-30;28273.58;28273.58;28273.58;0.00;0.00;0.00;0.00;0.00;0.00
55.486.394/0001-21;CONECTA BRASIL FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;50045.58;50045.58;50045.58;0.00;0.00;0.00;0.00;0.00;0.00
55.490.625/0001-70;PRINZ NEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1442.05;1442.05;0.00;1442.05;0.00;0.00;0.00;0.00;0.00
55.497.707/0001-47;ROOT CAPITAL HIGH YIELD T360 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;228601.99;228601.99;228601.99;0.00;0.00;0.00;0.00;0.00;0.00
55.501.349/0001-07;LAUSANNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;221466.70;221466.70;221466.70;0.00;0.00;0.00;0.00;0.00;0.00
55.507.846/0001-04;WESTERN ASSET HIGH GRADE ONE FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2024-11-30;204017.18;204017.18;204017.18;0.00;0.00;0.00;0.00;0.00;0.00
55.508.226/0001-90;THE ONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;81904.08;81904.08;81904.08;0.00;0.00;0.00;0.00;0.00;0.00
55.512.068/0001-41;PRIMER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;20659.69;20659.69;20659.69;0.00;0.00;0.00;0.00;0.00;0.00
55.519.337/0001-00;BT VAREJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1536220.94;1536220.94;1536220.94;0.00;0.00;0.00;0.00;0.00;0.00
55.521.594/0001-78;BTG EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;9473.63;9473.63;9473.63;0.00;0.00;0.00;0.00;0.00;0.00
55.523.204/0001-07;DMX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2024-11-30;324590.78;324590.78;324590.78;0.00;0.00;0.00;0.00;0.00;0.00
55.539.221/0001-24;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS GENIAL MULTI CONSIGNADOS I;2024-11-30;16812.31;16812.31;16812.31;0.00;0.00;0.00;0.00;0.00;0.00
55.554.537/0001-95;ITAMARACÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;242835.40;242835.40;242835.40;0.00;0.00;0.00;0.00;0.00;0.00
55.559.261/0001-38;ITAPIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;74818.69;74818.69;74818.69;0.00;0.00;0.00;0.00;0.00;0.00
55.562.158/0001-47;LANDBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;3381087.33;3381087.33;3381087.33;0.00;0.00;0.00;0.00;0.00;0.00
55.563.624/0001-09;PLGN MARKETPLACE FUNDO DE  INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;10000.00;10000.00;10000.00;0.00;0.00;0.00;0.00;0.00;0.00
55.565.510/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TM4;2024-11-30;6503969.88;6503969.88;6503969.88;0.00;0.00;0.00;0.00;0.00;0.00
55.567.840/0001-22;HOLE IN ONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;63945.24;63945.24;63945.24;0.00;0.00;0.00;0.00;0.00;0.00
55.569.572/0001-88;M7 CORAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;16413.15;16413.15;16413.15;0.00;0.00;0.00;0.00;0.00;0.00
55.579.164/0001-07;VERA CRUZ II - ATIVOS JUDICIAIS - PROCESSO DE CONHECIMENTO - FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;31504.50;31504.50;31504.50;0.00;0.00;0.00;0.00;0.00;0.00
55.581.400/0001-20;INSS SOLIS ITER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;79030.32;79030.32;79030.32;0.00;0.00;0.00;0.00;0.00;0.00
55.582.283/0001-19;JIVE DISTRESSED & SPECIAL SITS IV (OFFSHORE) FIDC RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
55.586.406/0001-90;LEPTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2013503.55;2013503.55;2013503.55;0.00;0.00;0.00;0.00;0.00;0.00
55.594.976/0001-21;ST 1010 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
55.595.137/0001-28;JIF II CRÉDITOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRTIOS CRÉDITO PRIVADO;2024-11-30;35485.74;35485.74;35485.74;0.00;0.00;0.00;0.00;0.00;0.00
55.595.705/0001-90;NN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO - RESPONSABILIDADE LIMITADA;2024-11-30;100957.16;100957.16;100957.16;0.00;0.00;0.00;0.00;0.00;0.00
55.596.335/0001-06;GO.BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;173018.98;173018.98;173018.98;0.00;0.00;0.00;0.00;0.00;0.00
55.609.516/0001-20;SIGHT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;24371.05;24371.05;24371.05;0.00;0.00;0.00;0.00;0.00;0.00
55.610.024/0001-54;DEFFENDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;50839.98;50839.98;50839.98;0.00;0.00;0.00;0.00;0.00;0.00
55.619.752/0001-27;MAX 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;18343.20;18343.20;18343.19;0.01;0.00;0.00;0.00;0.00;0.00
55.626.024/0001-42;INSOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;1064616.75;1064616.75;1064616.75;0.00;0.00;0.00;0.00;0.00;0.00
55.626.390/0001-00;OX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;776791.98;776791.98;776791.98;0.00;0.00;0.00;0.00;0.00;0.00
55.634.639/0001-10;MULTICRED FUNDO DE INVESTIMENTO EM COTAS DE DIREITOS CREDITÓRIOS;2024-11-30;27466.55;27466.55;27466.55;0.00;0.00;0.00;0.00;0.00;0.00
55.634.707/0001-41;CORPORATE VENTURE CAPITAL EVOLUTION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;42857.14;42857.14;42857.14;0.00;0.00;0.00;0.00;0.00;0.00
55.635.126/0001-24;VAIL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;215703.82;215703.82;215703.82;0.00;0.00;0.00;0.00;0.00;0.00
55.636.084/0001-46;EXPLORER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;25446.51;25446.51;25446.51;0.00;0.00;0.00;0.00;0.00;0.00
55.651.473/0001-40;VEXO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;29325.08;29325.08;29325.08;0.00;0.00;0.00;0.00;0.00;0.00
55.652.863/0001-35;CONDOBEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;10004.13;10004.13;10004.13;0.00;0.00;0.00;0.00;0.00;0.00
55.653.447/0001-51;TUNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;16434.78;16434.78;14000.00;2434.78;0.00;0.00;0.00;0.00;0.00
55.657.044/0001-80;ANIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;2209752.04;2209752.04;2209752.04;0.00;0.00;0.00;0.00;0.00;0.00
55.657.680/0001-02;BOCOM BBM FIAGRO-DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;3202204.84;66179.72;57692.32;8487.40;3136025.12;0.00;0.00;0.00;3136025.12
55.657.825/0001-75;APOGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;66855.05;66855.05;66855.03;0.02;0.00;0.00;0.00;0.00;0.00
55.658.832/0001-91;MOOREA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;37467.29;37467.29;37467.29;0.00;0.00;0.00;0.00;0.00;0.00
55.659.693/0001-10;CONSULT PRECATÓRIOS E RECEBÍVEIS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2024-11-30;17500.00;17500.00;17500.00;0.00;0.00;0.00;0.00;0.00;0.00
55.665.127/0001-11;WH INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;137800.00;137800.00;137800.00;0.00;0.00;0.00;0.00;0.00;0.00
55.675.974/0001-67;ANVERES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA;2024-11-30;1186274.90;1186274.90;1186274.90;0.00;0.00;0.00;0.00;0.00;0.00
55.676.289/0001-55;MIDCARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS RESPONSABILIDADE LIMITADA;2024-11-30;135356.58;135356.58;135356.58;0.00;0.00;0.00;0.00;0.00;0.00
55.682.228/0001-09;SPECIALE FI EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;25162.75;25162.75;25162.75;0.00;0.00;0.00;0.00;0.00;0.00
55.685.665/0001-78;IRONWOOD CONSIG MULTI I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;215553.14;215553.14;215553.14;0.00;0.00;0.00;0.00;0.00;0.00
